"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1","getUserByEmailReturnsAddedUser","Surefire suite","Sun Jul 26 12:31:46 UTC 2026","passed","Sun Jul 26 12:31:46 UTC 2026","com.mobileframework.tests.UserRepositoryTests","Surefire test","com.mobileframework.tests.UserRepositoryTests","getUserByEmailReturnsAddedUser"
"","1","driverLifecycleWorksWithConfigPlatform","Surefire suite","Sun Jul 26 12:31:46 UTC 2026","passed","Sun Jul 26 12:31:46 UTC 2026","com.mobileframework.tests.DriverTest","Surefire test","com.mobileframework.tests.DriverTest","driverLifecycleWorksWithConfigPlatform"
"","1","groupUsersByAgeGroupsCorrectly","Surefire suite","Sun Jul 26 12:31:46 UTC 2026","passed","Sun Jul 26 12:31:46 UTC 2026","com.mobileframework.tests.UserRepositoryTests","Surefire test","com.mobileframework.tests.UserRepositoryTests","groupUsersByAgeGroupsCorrectly"
"","0","findByEmailReturnsEmptyForUnknownEmail","Surefire suite","Sun Jul 26 12:31:46 UTC 2026","passed","Sun Jul 26 12:31:46 UTC 2026","com.mobileframework.tests.UserRepositoryTests","Surefire test","com.mobileframework.tests.UserRepositoryTests","findByEmailReturnsEmptyForUnknownEmail"
"","53","createDriverReturnsAndroidDriverForAndroidPlatform","Surefire suite","Sun Jul 26 12:31:46 UTC 2026","passed","Sun Jul 26 12:31:46 UTC 2026","com.mobileframework.tests.DriverTest","Surefire test","com.mobileframework.tests.DriverTest","createDriverReturnsAndroidDriverForAndroidPlatform"
"","6","findUsersOlderThanReturnsOnlyMatchingUsers","Surefire suite","Sun Jul 26 12:31:46 UTC 2026","passed","Sun Jul 26 12:31:46 UTC 2026","com.mobileframework.tests.UserRepositoryTests","Surefire test","com.mobileframework.tests.UserRepositoryTests","findUsersOlderThanReturnsOnlyMatchingUsers"
"","328","loginWithoutPasswordReturnsBadRequest","Surefire suite","Sun Jul 26 12:31:52 UTC 2026","passed","Sun Jul 26 12:31:52 UTC 2026","com.mobileframework.tests.api.UserApiTest","Surefire test","com.mobileframework.tests.api.UserApiTest","loginWithoutPasswordReturnsBadRequest"
"","0","isEmailExistReturnsTrueForAddedUserAndFalseForUnknown","Surefire suite","Sun Jul 26 12:31:46 UTC 2026","passed","Sun Jul 26 12:31:46 UTC 2026","com.mobileframework.tests.UserRepositoryTests","Surefire test","com.mobileframework.tests.UserRepositoryTests","isEmailExistReturnsTrueForAddedUserAndFalseForUnknown"
"","0","getInstanceReturnsSameInstance","Surefire suite","Sun Jul 26 12:31:46 UTC 2026","passed","Sun Jul 26 12:31:46 UTC 2026","com.mobileframework.tests.DriverTest","Surefire test","com.mobileframework.tests.DriverTest","getInstanceReturnsSameInstance"
"","0","getUserByEmailThrowsForUnknownEmail","Surefire suite","Sun Jul 26 12:31:46 UTC 2026","passed","Sun Jul 26 12:31:46 UTC 2026","com.mobileframework.tests.UserRepositoryTests","Surefire test","com.mobileframework.tests.UserRepositoryTests","getUserByEmailThrowsForUnknownEmail"
"","24","testUser","Surefire suite","Sun Jul 26 12:31:46 UTC 2026","passed","Sun Jul 26 12:31:46 UTC 2026","com.mobileframework.tests.UserTest","Surefire test","com.mobileframework.tests.UserTest","testUser"
"","0","pickRandomReturnsTheOnlyElementFromSingleElementList","Surefire suite","Sun Jul 26 12:31:46 UTC 2026","passed","Sun Jul 26 12:31:46 UTC 2026","com.mobileframework.tests.RandomUtilsTest","Surefire test","com.mobileframework.tests.RandomUtilsTest","pickRandomReturnsTheOnlyElementFromSingleElementList"
"","1","addedUserCanBeFoundByEmail","Surefire suite","Sun Jul 26 12:31:46 UTC 2026","passed","Sun Jul 26 12:31:46 UTC 2026","com.mobileframework.tests.UserRepositoryTests","Surefire test","com.mobileframework.tests.UserRepositoryTests","addedUserCanBeFoundByEmail"
"","3698","createUserReturnsCreatedWithId","Surefire suite","Sun Jul 26 12:31:46 UTC 2026","passed","Sun Jul 26 12:31:50 UTC 2026","com.mobileframework.tests.api.UserApiTest","Surefire test","com.mobileframework.tests.api.UserApiTest","createUserReturnsCreatedWithId"
"","2","pickRandomThrowsForEmptyList","Surefire suite","Sun Jul 26 12:31:46 UTC 2026","passed","Sun Jul 26 12:31:46 UTC 2026","com.mobileframework.tests.RandomUtilsTest","Surefire test","com.mobileframework.tests.RandomUtilsTest","pickRandomThrowsForEmptyList"
"","1","findAllEmails","Surefire suite","Sun Jul 26 12:31:46 UTC 2026","passed","Sun Jul 26 12:31:46 UTC 2026","com.mobileframework.tests.UserRepositoryTests","Surefire test","com.mobileframework.tests.UserRepositoryTests","findAllEmails"
"","12","pickRandomReturnsElementFromTheList","Surefire suite","Sun Jul 26 12:31:46 UTC 2026","passed","Sun Jul 26 12:31:46 UTC 2026","com.mobileframework.tests.RandomUtilsTest","Surefire test","com.mobileframework.tests.RandomUtilsTest","pickRandomReturnsElementFromTheList"
"","334","getNonExistingUserReturnsNotFound","Surefire suite","Sun Jul 26 12:31:50 UTC 2026","passed","Sun Jul 26 12:31:50 UTC 2026","com.mobileframework.tests.api.UserApiTest","Surefire test","com.mobileframework.tests.api.UserApiTest","getNonExistingUserReturnsNotFound"
"","0","foundUserEqualsNewUserWithSameEmail","Surefire suite","Sun Jul 26 12:31:46 UTC 2026","passed","Sun Jul 26 12:31:46 UTC 2026","com.mobileframework.tests.UserRepositoryTests","Surefire test","com.mobileframework.tests.UserRepositoryTests","foundUserEqualsNewUserWithSameEmail"
"","12","createDriverReturnsIOSDriverForIOSPlatform","Surefire suite","Sun Jul 26 12:31:46 UTC 2026","passed","Sun Jul 26 12:31:46 UTC 2026","com.mobileframework.tests.DriverTest","Surefire test","com.mobileframework.tests.DriverTest","createDriverReturnsIOSDriverForIOSPlatform"
"","360","loginWithValidCredentialsReturnsToken","Surefire suite","Sun Jul 26 12:31:52 UTC 2026","passed","Sun Jul 26 12:31:52 UTC 2026","com.mobileframework.tests.api.UserApiTest","Surefire test","com.mobileframework.tests.api.UserApiTest","loginWithValidCredentialsReturnsToken"
"","1108","getUserReturnsCorrectUserData","Surefire suite","Sun Jul 26 12:31:50 UTC 2026","passed","Sun Jul 26 12:31:52 UTC 2026","com.mobileframework.tests.api.UserApiTest","Surefire test","com.mobileframework.tests.api.UserApiTest","getUserReturnsCorrectUserData"
"","2","configLoaderReturnsPlatformFromFile","Surefire suite","Sun Jul 26 12:31:46 UTC 2026","passed","Sun Jul 26 12:31:46 UTC 2026","com.mobileframework.tests.DriverTest","Surefire test","com.mobileframework.tests.DriverTest","configLoaderReturnsPlatformFromFile"
