"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","11","pickRandomReturnsElementFromTheList","Surefire suite","Thu Aug 06 08:44:11 UTC 2026","passed","Thu Aug 06 08:44:11 UTC 2026","com.mobileframework.tests.RandomUtilsTest","Surefire test","com.mobileframework.tests.RandomUtilsTest","pickRandomReturnsElementFromTheList"
"","248","loginWithValidCredentialsReturnsToken","Surefire suite","Thu Aug 06 08:44:14 UTC 2026","passed","Thu Aug 06 08:44:15 UTC 2026","com.mobileframework.tests.api.UserApiTest","Surefire test","com.mobileframework.tests.api.UserApiTest","loginWithValidCredentialsReturnsToken"
"","52","createDriverReturnsAndroidDriverForAndroidPlatform","Surefire suite","Thu Aug 06 08:44:11 UTC 2026","passed","Thu Aug 06 08:44:11 UTC 2026","com.mobileframework.tests.DriverTest","Surefire test","com.mobileframework.tests.DriverTest","createDriverReturnsAndroidDriverForAndroidPlatform"
"","2","configLoaderReturnsPlatformFromFile","Surefire suite","Thu Aug 06 08:44:11 UTC 2026","passed","Thu Aug 06 08:44:11 UTC 2026","com.mobileframework.tests.DriverTest","Surefire test","com.mobileframework.tests.DriverTest","configLoaderReturnsPlatformFromFile"
"","1","groupUsersByAgeGroupsCorrectly","Surefire suite","Thu Aug 06 08:44:11 UTC 2026","passed","Thu Aug 06 08:44:11 UTC 2026","com.mobileframework.tests.UserRepositoryTests","Surefire test","com.mobileframework.tests.UserRepositoryTests","groupUsersByAgeGroupsCorrectly"
"","1","findAllEmails","Surefire suite","Thu Aug 06 08:44:11 UTC 2026","passed","Thu Aug 06 08:44:11 UTC 2026","com.mobileframework.tests.UserRepositoryTests","Surefire test","com.mobileframework.tests.UserRepositoryTests","findAllEmails"
"","150","getNonExistingUserReturnsNotFound","Surefire suite","Thu Aug 06 08:44:13 UTC 2026","passed","Thu Aug 06 08:44:14 UTC 2026","com.mobileframework.tests.api.UserApiTest","Surefire test","com.mobileframework.tests.api.UserApiTest","getNonExistingUserReturnsNotFound"
"","1","pickRandomThrowsForEmptyList","Surefire suite","Thu Aug 06 08:44:11 UTC 2026","passed","Thu Aug 06 08:44:11 UTC 2026","com.mobileframework.tests.RandomUtilsTest","Surefire test","com.mobileframework.tests.RandomUtilsTest","pickRandomThrowsForEmptyList"
"","1","getUserByEmailReturnsAddedUser","Surefire suite","Thu Aug 06 08:44:11 UTC 2026","passed","Thu Aug 06 08:44:11 UTC 2026","com.mobileframework.tests.UserRepositoryTests","Surefire test","com.mobileframework.tests.UserRepositoryTests","getUserByEmailReturnsAddedUser"
"","0","isEmailExistReturnsTrueForAddedUserAndFalseForUnknown","Surefire suite","Thu Aug 06 08:44:11 UTC 2026","passed","Thu Aug 06 08:44:11 UTC 2026","com.mobileframework.tests.UserRepositoryTests","Surefire test","com.mobileframework.tests.UserRepositoryTests","isEmailExistReturnsTrueForAddedUserAndFalseForUnknown"
"","729","getUserReturnsCorrectUserData","Surefire suite","Thu Aug 06 08:44:14 UTC 2026","passed","Thu Aug 06 08:44:14 UTC 2026","com.mobileframework.tests.api.UserApiTest","Surefire test","com.mobileframework.tests.api.UserApiTest","getUserReturnsCorrectUserData"
"","1","driverLifecycleWorksWithConfigPlatform","Surefire suite","Thu Aug 06 08:44:11 UTC 2026","passed","Thu Aug 06 08:44:11 UTC 2026","com.mobileframework.tests.DriverTest","Surefire test","com.mobileframework.tests.DriverTest","driverLifecycleWorksWithConfigPlatform"
"","22","testUser","Surefire suite","Thu Aug 06 08:44:11 UTC 2026","passed","Thu Aug 06 08:44:11 UTC 2026","com.mobileframework.tests.UserTest","Surefire test","com.mobileframework.tests.UserTest","testUser"
"","1","getUserByEmailThrowsForUnknownEmail","Surefire suite","Thu Aug 06 08:44:11 UTC 2026","passed","Thu Aug 06 08:44:11 UTC 2026","com.mobileframework.tests.UserRepositoryTests","Surefire test","com.mobileframework.tests.UserRepositoryTests","getUserByEmailThrowsForUnknownEmail"
"","7","createDriverReturnsIOSDriverForIOSPlatform","Surefire suite","Thu Aug 06 08:44:11 UTC 2026","passed","Thu Aug 06 08:44:11 UTC 2026","com.mobileframework.tests.DriverTest","Surefire test","com.mobileframework.tests.DriverTest","createDriverReturnsIOSDriverForIOSPlatform"
"","0","foundUserEqualsNewUserWithSameEmail","Surefire suite","Thu Aug 06 08:44:11 UTC 2026","passed","Thu Aug 06 08:44:11 UTC 2026","com.mobileframework.tests.UserRepositoryTests","Surefire test","com.mobileframework.tests.UserRepositoryTests","foundUserEqualsNewUserWithSameEmail"
"","228","loginWithoutPasswordReturnsBadRequest","Surefire suite","Thu Aug 06 08:44:15 UTC 2026","passed","Thu Aug 06 08:44:15 UTC 2026","com.mobileframework.tests.api.UserApiTest","Surefire test","com.mobileframework.tests.api.UserApiTest","loginWithoutPasswordReturnsBadRequest"
"","0","addedUserCanBeFoundByEmail","Surefire suite","Thu Aug 06 08:44:11 UTC 2026","passed","Thu Aug 06 08:44:11 UTC 2026","com.mobileframework.tests.UserRepositoryTests","Surefire test","com.mobileframework.tests.UserRepositoryTests","addedUserCanBeFoundByEmail"
"","0","findByEmailReturnsEmptyForUnknownEmail","Surefire suite","Thu Aug 06 08:44:11 UTC 2026","passed","Thu Aug 06 08:44:11 UTC 2026","com.mobileframework.tests.UserRepositoryTests","Surefire test","com.mobileframework.tests.UserRepositoryTests","findByEmailReturnsEmptyForUnknownEmail"
"","0","pickRandomReturnsTheOnlyElementFromSingleElementList","Surefire suite","Thu Aug 06 08:44:11 UTC 2026","passed","Thu Aug 06 08:44:11 UTC 2026","com.mobileframework.tests.RandomUtilsTest","Surefire test","com.mobileframework.tests.RandomUtilsTest","pickRandomReturnsTheOnlyElementFromSingleElementList"
"","2560","createUserReturnsCreatedWithId","Surefire suite","Thu Aug 06 08:44:11 UTC 2026","passed","Thu Aug 06 08:44:13 UTC 2026","com.mobileframework.tests.api.UserApiTest","Surefire test","com.mobileframework.tests.api.UserApiTest","createUserReturnsCreatedWithId"
"","1","findUsersOlderThanReturnsOnlyMatchingUsers","Surefire suite","Thu Aug 06 08:44:11 UTC 2026","passed","Thu Aug 06 08:44:11 UTC 2026","com.mobileframework.tests.UserRepositoryTests","Surefire test","com.mobileframework.tests.UserRepositoryTests","findUsersOlderThanReturnsOnlyMatchingUsers"
"","0","getInstanceReturnsSameInstance","Surefire suite","Thu Aug 06 08:44:11 UTC 2026","passed","Thu Aug 06 08:44:11 UTC 2026","com.mobileframework.tests.DriverTest","Surefire test","com.mobileframework.tests.DriverTest","getInstanceReturnsSameInstance"
